"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EARN","Ellington Residential Mortgage REIT","12.5","$154.18M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/earn",
"AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ako.a",
"AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ako.b",
"ERJ","Embraer S.A.","6.39","$1.18B","2000","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","97.27","$5.34B","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/eme",
"EEX","Emerald Holding, Inc.","4.48","$320.05M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/eex",
"EBS","Emergent Biosolutions, Inc.","107.12","$5.68B","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ebs",
"EMR","Emerson Electric Company","83.73","$50.19B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/emr",
"ESRT","Empire State Realty Trust, Inc.","9.08","$2.61B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","32.45","$949.84M","2007","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/eig",
"EMPW","Empower Ltd.","10.19","$327.99M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/empw",
"EMPW.U","Empower Ltd.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/empw.u",
"EMPW.WS","Empower Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/empw.ws",
"EPWR.U","Empowerment & Inclusion Capital I Corp.","n/a","n/a","2021","n/a","n/a","https://old.nasdaq.com/symbol/epwr.u",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","3.5","$153.14M","2007","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","5.52","$2.4B","2014","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enbl",
"ENB","Enbridge Inc","34.66","$70.19B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/enb",
"ENBA","Enbridge Inc","27.05","n/a","2018","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/enba",
"EHC","Encompass Health Corporation","87.41","$8.69B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ehc",
"DAVA","Endava plc","79.98","$4.41B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/dava",
"EXK","Endeavour Silver Corporation","4.53","$713.35M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/exk",
"ENIA","Enel Americas S.A.","7.78","$11.84B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","4.01","$5.55B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/enic",
"ENR","Energizer Holdings, Inc.","48","$3.29B","2015","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/enr",
"ENR^A","Energizer Holdings, Inc.","98.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enr^a",
"ET","Energy Transfer L.P.","6.5","$17.54B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/et",
"ETP^C","Energy Transfer Operating, L.P.","21.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^c",
"ETP^D","Energy Transfer Operating, L.P.","22.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^d",
"ETP^E","Energy Transfer Operating, L.P.","23.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/etp^e",
"EPAC","Enerpac Tool Group Corp.","22.08","$1.32B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/epac",
"ERF","Enerplus Corporation","3.35","$745.53M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/erf",
"ENS","Enersys","93.19","$3.97B","2004","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ens",
"E","ENI S.p.A.","20.95","$37.12B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/e",
"ENLC","EnLink Midstream, LLC","4","$1.96B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","18.7","$487.5M","n/a","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","24.38","$869.54M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","81.73","$1.68B","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/npo",
"ETM","Entercom Communications Corp.","4.08","$562.98M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/etm",
"EAI","Entergy Arkansas, LLC","26.2","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","93.97","$18.82B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","26.54","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elc",
"EMP","Entergy Mississippi, LLC","26.55","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","25.83","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","25.7047","n/a","2016","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/eno",
"ETI^","Entergy Texas Inc","27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eti^",
"EPD","Enterprise Products Partners L.P.","21.56","$47.06B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","3.25","$273.6M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","83.19","$4.49B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/env",
"NVST","Envista Holdings Corporation","36.58","$5.84B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvst",
"EVA","Enviva Partners, LP","49.01","$1.95B","2015","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/eva",
